QuestionID,Category,Subtopic,InitialStatus,FinalStatus,IssueTypes,Notes,AuditedAt
cmstkgbyn000u20u18op8dipq,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.868Z
cmstkgbyn000t20u1qsnwv27m,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.870Z
cmstkgbyn000r20u1eqfdoh8d,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.872Z
cmstkgbyn000q20u1kr02ravy,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.874Z
cmstkgbyn000p20u1dc1aufc2,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.876Z
cmstkgbyn000n20u1klxghn4b,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.879Z
cmstkgbyn000m20u1sd4u3pch,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.882Z
cmstkgbyn000l20u11puw7cgu,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.885Z
cmstkgbyn000i20u1r0kgw1t1,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.887Z
cmstkgbyn000h20u1vi01q4lo,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.890Z
cmstkgbyn000f20u1m5klaaeq,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.892Z
cmstkgbyn000e20u1slicpxtw,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.895Z
cmstkgbyn000d20u1icslskxg,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.899Z
cmstkgbym000b20u1o6wf0wdy,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.902Z
cmstkgbym000a20u1pe0zuq2l,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.905Z
cmstkgbym000920u15vn09ui6,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.908Z
cmstkgbym000720u18jp70bl4,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.911Z
cmstkgbym000620u18e551rp9,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.915Z
cmstkgbym000520u1sqk5lrhu,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.918Z
cmstkgbym000320u1g5hq0ta8,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.922Z
cmstkgbym000220u123l57kj1,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.925Z
cmstkgbym000120u107g9xdos,"Verbal Ability","Reading Comprehension - Core Reading Skills",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.928Z
cmstkgbyp002l20u1lh7qkm7d,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.932Z
cmstkgbyp002p20u1cuqbmhyv,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:02.935Z
cmstkgcbr004m20u1si7h4x8g,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.035Z
cmstkgcbp002t20u1xicfuelk,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.038Z
cmstkgcbp002u20u1au6e5xmc,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.041Z
cmstkgcbp002z20u1ne5e98g9,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.042Z
cmstkgcbp002x20u1nlkqdq0w,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.045Z
cmstkgcbp003320u1xnx07hri,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.047Z
cmstkgcbp003120u1prvb44qb,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.050Z
cmstkgcbp003520u1ysevx0pw,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.052Z
cmstkgcbp003620u1qoaovmnd,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.055Z
cmstkgcbp003920u1186dla19,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.057Z
cmstkgcbp003a20u1ahxkn59p,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.060Z
cmstkgcbq003d20u1ffpj6slx,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.062Z
cmstkgcbq003f20u1lpizrn8r,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,MANUAL_REVIEW,"DUPLICATE_CHOICES","",2026-08-19T09:28:03.065Z
cmstkgcbq003h20u1p4djdy1d,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.067Z
cmstkgcbq003i20u10hzob83f,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,MANUAL_REVIEW,"DUPLICATE_CHOICES","",2026-08-19T09:28:03.069Z
cmstkgcbq003j20u1c4kvsn28,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.071Z
cmstkgcbq003l20u1wb4f742q,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,MANUAL_REVIEW,"DUPLICATE_CHOICES","",2026-08-19T09:28:03.073Z
cmstkgcbq003n20u1c0mhje3w,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,MANUAL_REVIEW,"DUPLICATE_CHOICES","",2026-08-19T09:28:03.076Z
cmstkgcbq003m20u1x1sncc2g,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.079Z
cmstkgcbq003s20u1fzporict,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,MANUAL_REVIEW,"DUPLICATE_CHOICES","",2026-08-19T09:28:03.083Z
cmstkgcbq003q20u1b8cc7qmj,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,MANUAL_REVIEW,"DUPLICATE_CHOICES","",2026-08-19T09:28:03.085Z
cmstkgcbq003u20u12uif0i4x,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,MANUAL_REVIEW,"DUPLICATE_CHOICES","",2026-08-19T09:28:03.088Z
cmstkgcbq003v20u152cf5zc5,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.091Z
cmstkgcbq004020u1i3jz1sl9,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.094Z
cmstkgcbq003y20u12tywhj4t,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.097Z
cmstkgcbr004220u1g0l72974,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.100Z
cmstkgcbr004420u1suy2f5lg,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.102Z
cmstkgcbr004720u1duytt0k3,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.105Z
cmstkgcbr004620u1sek0oltv,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.107Z
cmstkgcbr004b20u11jlwrga2,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.110Z
cmstkgcbr004a20u1vllim5rw,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.112Z
cmstkgcbr004e20u1df5fe9as,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,MANUAL_REVIEW,"DUPLICATE_CHOICES","",2026-08-19T09:28:03.116Z
cmstkgcbr004g20u1kovsbeux,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.119Z
cmstkgcbr004i20u1jzg0znxf,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.121Z
cmstkgcbr004k20u1ii10q28f,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.124Z
cmstkgcbr004o20u1qusdn96l,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.127Z
cmstkgcbs004s20u1vl5qrsbe,"Numerical Reasoning","Number Sequence - Arithmetic   Geometric Sequences",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.130Z
cmstkgcbr004q20u1p4a0o715,"Numerical Reasoning","Number Sequence - Arithmetic   Geometric Sequences",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.134Z
cmstkgcbs004u20u1cy9bimb3,"Numerical Reasoning","Number Sequence - Arithmetic   Geometric Sequences",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.137Z
cmstkgcbs004w20u1fypqtgbx,"Numerical Reasoning","Number Sequence - Arithmetic   Geometric Sequences",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.139Z
cmstkgcbs005020u1br0s4ixp,"Numerical Reasoning","Number Sequence - Pattern Recognition",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.142Z
cmstkgcbs004y20u1v2aqy05p,"Numerical Reasoning","Number Sequence - Arithmetic   Geometric Sequences",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.144Z
cmstkgcbs005620u1fueixsdc,"Numerical Reasoning","Number Sequence - Pattern Recognition",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.147Z
cmstkgcbs005720u140t4h7k3,"Numerical Reasoning","Number Sequence - Pattern Recognition",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.150Z
cmstkgcbs005c20u1mu0sz7mh,"Numerical Reasoning","Number Sequence - Pattern Recognition",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.153Z
cmstkgcbs005e20u138b0yjvr,"Numerical Reasoning","Number Sequence - Pattern Recognition",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.156Z
cmstkgcbt005g20u19a6luoea,"Numerical Reasoning","Number Sequence - Pattern Recognition",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.158Z
cmstkgcbt005i20u18wafrtzm,"Numerical Reasoning","Number Sequence - Pattern Recognition",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.161Z
cmstkgcbp002w20u1fs33nnsj,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.164Z
cmstkgcbo002s20u1ss8cb1ih,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.167Z
cmstkgcbp003020u1h7qnnohx,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.170Z
cmstkgcbr004p20u1ipc757rl,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.174Z
cmstkgcbr004f20u1p3y0a5ia,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.176Z
cmstkgcbr004520u16k2uddha,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,MANUAL_REVIEW,"DUPLICATE_CHOICES","",2026-08-19T09:28:03.179Z
cmstkgcbq003r20u1uyt3fj0t,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.184Z
cmstkgcbq003o20u1fss1py4u,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,MANUAL_REVIEW,"DUPLICATE_CHOICES","",2026-08-19T09:28:03.186Z
cmstkgcbq003e20u1z9mf4m4d,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.188Z
cmstkgcbq003c20u1gjqb87rg,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,MANUAL_REVIEW,"DUPLICATE_CHOICES","",2026-08-19T09:28:03.191Z
cmstkgcbp003220u1exp2s3y0,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.194Z
cmstkgcbp003420u1ichr3ydp,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.198Z
cmstkgcbs004t20u19mfyunde,"Numerical Reasoning","Number Sequence - Arithmetic   Geometric Sequences",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.203Z
cmstkgcbr004920u1cea07qe4,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.206Z
cmstkgcbr004h20u1lwm00piu,"Numerical Reasoning","Basic Operations - Arithmetic   Number Properties",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.209Z
cmstkgcbs004v20u1s0evmcit,"Numerical Reasoning","Number Sequence - Arithmetic   Geometric Sequences",AUDITED,VERIFIED,"","",2026-08-19T09:28:03.212Z
